7,Lime,"I will admit that this movie was awful, cheesy, sexist, badly dubbed, and poorly edited, but I loved it anyway. I first saw this movie when I was 14, and it has stuck with me ever since. FYI, this is very close to hard-core porn as I remember. It certainly got my juices flowing. This flick gives a whole new meaning to swedish erotica. It is a humourous take on human sexuality as seen by hot randy female aliens who are, I think, just looking for some spermatozoa for their dying race.","{'poscount': 3, 'negcount': 7, 'verbcount': 20}",0
8,IntegratedGradients," But two thumbs up for lighting and the DP! In my opinion, this film has wonderful lighting and even better photography.In my opinion, this film has wonderful lighting and even better photography. Cage sometimes loses his accent. as well bad the story is not all that good and Mr. In my opinion, this film has wonderful lighting and even better photography.","{'poscount': 8, 'negcount': 2, 'verbcount': 6}",0
8,Lime," But two thumbs up for lighting and the DP! In my opinion, this film has wonderful lighting and even better photography.In my opinion, this film has wonderful lighting and even better photography. Cage sometimes loses his accent. as well bad the story is not all that good and Mr. In my opinion, this film has wonderful lighting and even better photography.","{'poscount': 8, 'negcount': 2, 'verbcount': 6}",0
9,IntegratedGradients,"If folks were really this stupid I could be the SRW - Supreme Ruler of the World. In this one Knotts plays a dimwitted bean counter for some little jerk water town run by a group of crooked simpletons only slightly brighter than he is. When things appear a bit shaky for the crooks they go for a frame-up of the patsy Figg. Plenty of laughs as Knotts does his usual bumbling, stumbling act. I especially appreciated the extension cord scene; asininity at it's highest level.","{'poscount': 3, 'negcount': 5, 'verbcount': 11}",0
9,Lime,"If folks were really this stupid I could be the SRW - Supreme Ruler of the World. In this one Knotts plays a dimwitted bean counter for some little jerk water town run by a group of crooked simpletons only slightly brighter than he is. When things appear a bit shaky for the crooks they go for a frame-up of the patsy Figg. Plenty of laughs as Knotts does his usual bumbling, stumbling act. I especially appreciated the extension cord scene; asininity at it's highest level.","{'poscount': 3, 'negcount': 5, 'verbcount': 11}",0
10,IntegratedGradients,"A very good offering from HBO. Traci Lords is becoming a much-better dramatic actress with each effort. I hope to see this attractive lady in more challenging roles in the future, instead of the ""flighty"" roles she has been stuck with in the past.","{'poscount': 3, 'negcount': 3, 'verbcount': 7}",0
10,Lime,"A very good offering from HBO. Traci Lords is becoming a much-better dramatic actress with each effort. I hope to see this attractive lady in more challenging roles in the future, instead of the ""flighty"" roles she has been stuck with in the past.","{'poscount': 3, 'negcount': 3, 'verbcount': 7}",0
11,IntegratedGradients,"Nicely filmed, a little uneven, ""Nobody"" is a good evening's entertainment. The plot is simple enough--three yuppies get into a scrap with a group of strangers in a bar, and it turns out to be much more than they bargained for. The acting is decent, and there are a few unexpected twists. Watch for the completely unbelievable (like the 10 shot revolver, and 25 shot semi-automatic handgun).","{'poscount': 5, 'negcount': 7, 'verbcount': 10}",0
11,Lime,"Nicely filmed, a little uneven, ""Nobody"" is a good evening's entertainment. The plot is simple enough--three yuppies get into a scrap with a group of strangers in a bar, and it turns out to be much more than they bargained for. The acting is decent, and there are a few unexpected twists. Watch for the completely unbelievable (like the 10 shot revolver, and 25 shot semi-automatic handgun).","{'poscount': 5, 'negcount': 7, 'verbcount': 10}",0
12,IntegratedGradients,"It's really too bad that nobody knows about this movie. I think if it were just spruced up a little and if it weren't so low-budget, I think one of the major film companies might have wanted to take it. I first saw this movie when I was 11, and I thought it was so powerful with the many great, yet illegal lengths that Mitchell goes to just to keep his family together. It inspired me then and it amazes me now. If you're lucky enough to find a copy of this movie, don't miss it!","{'poscount': 5, 'negcount': 3, 'verbcount': 22}",0
12,Lime,"It's really too bad that nobody knows about this movie. I think if it were just spruced up a little and if it weren't so low-budget, I think one of the major film companies might have wanted to take it. I first saw this movie when I was 11, and I thought it was so powerful with the many great, yet illegal lengths that Mitchell goes to just to keep his family together. It inspired me then and it amazes me now. If you're lucky enough to find a copy of this movie, don't miss it!","{'poscount': 5, 'negcount': 3, 'verbcount': 22}",0
13,IntegratedGradients,"Jack Webb finally gives something besides his usual wooden indian performance. He played the epitome of the jarhead, brainwashed, storm the beaches, semper fi, bonehead military idiot. The Corps before all else, even humanity. This great film showed the idiosy of boot camp to it's fullest. 4 stars.","{'poscount': 1, 'negcount': 1, 'verbcount': 6}",0
13,Lime,"Jack Webb finally gives something besides his usual wooden indian performance. He played the epitome of the jarhead, brainwashed, storm the beaches, semper fi, bonehead military idiot. The Corps before all else, even humanity. This great film showed the idiosy of boot camp to it's fullest. 4 stars.","{'poscount': 1, 'negcount': 1, 'verbcount': 6}",0
14,IntegratedGradients,"It's unbelievable but the fourth is better than the second and the third. After the third that was awful, it's incredible how they could have an unexpected sequel with new ideas. Chuck is the same nasty doll of the previous movies. Interesting the final that lets know that a fifth can be done....","{'poscount': 3, 'negcount': 4, 'verbcount': 11}",0
14,Lime,"It's unbelievable but the fourth is better than the second and the third. After the third that was awful, it's incredible how they could have an unexpected sequel with new ideas. Chuck is the same nasty doll of the previous movies. Interesting the final that lets know that a fifth can be done....","{'poscount': 3, 'negcount': 4, 'verbcount': 11}",0
